Published,Type,Conference,Title,Speaker,Duration,DurationInMinutes,Link
2 weeks ago,talk,Unknown,NDC Porto - 16-20 October 2023, Conference for Software Developers,0:33,1,https://youtube.com/watch?v=tKnNqftbT4Q
3 weeks ago,talk,NDC Oslo 2023,Managing Kubernetes the GitOps way with Flux,Jeff French,1:00:38,61,https://youtube.com/watch?v=1DuxTlvmaNM
3 weeks ago,talk,NDC Oslo 2023,Make a great-looking 3D landscape visualization!,Kristoffer Dyrkorn,59:06,59,https://youtube.com/watch?v=AYU0vw6IyUY
3 weeks ago,talk,NDC Oslo 2023,OpenAPI & .NET: You're Doing It Wrong,Mark Rendle,57:15,57,https://youtube.com/watch?v=1K1LRzXeO_4
3 weeks ago,talk,NDC Oslo 2023,Design Good Schemas - Get a Better Database,Nuri Halperin,1:02:19,62,https://youtube.com/watch?v=iDWwoz9ZUzw
3 weeks ago,talk,NDC Oslo 2023,God really plays dice - Introduction to Quantum Computing with Q#,Filip w,56:34,57,https://youtube.com/watch?v=I2NqMbKc8K4
3 weeks ago,talk,NDC Oslo 2023,Let's Get Scary and Continuously Deploy Database Changes!,Dan Mallott,1:00:00,60,https://youtube.com/watch?v=cae0jXRrNno
3 weeks ago,talk,NDC Oslo 2023,How AI is impacting cybersecurity. Does it?,Victoria Almazova,52:36,53,https://youtube.com/watch?v=vXLz_U4xzkc
3 weeks ago,talk,NDC Oslo 2023,Developing an intersectional framework to analyze biases in artificial intelligence and deep neural,Unknown,22:37,23,https://youtube.com/watch?v=Nyj2O8gHJZM
3 weeks ago,talk,NDC Oslo 2023,How to choose the right database for your application,Zoe Steinkamp,41:03,41,https://youtube.com/watch?v=hj2yFugmpz8
3 weeks ago,talk,NDC Oslo 2023,The state of passwordless auth on the web,Phil Nash,50:30,51,https://youtube.com/watch?v=qYH1NNmF2hk
3 weeks ago,talk,Unknown,"Immersive storytelling with code, graphics and wit",Einar Otto Stangvik & Jonas Nilsson,53:38,54,https://youtube.com/watch?v=LR7lprNsR_A
3 weeks ago,talk,NDC Oslo 2023,Message processing failed! But what's the root cause?,Laila Bougria,55:27,55,https://youtube.com/watch?v=U8Aame0akl4
3 weeks ago,talk,Unknown,"Securing your app's communications with Kubernetes, Azure Key Vault, and TLS certificates",Eugene,15:12,15,https://youtube.com/watch?v=Av2OrTgEh-g
3 weeks ago,talk,NDC Oslo 2023,Robi - a programming game for kids,Ruth Merethe Granevang,10:40,11,https://youtube.com/watch?v=wPeUhC-EOys
3 weeks ago,talk,NDC Oslo 2023,Prometheus 101,Nils Otto Johansen,16:10,16,https://youtube.com/watch?v=7Tq9s_A9CoU
3 weeks ago,talk,NDC Oslo 2023,Design systems and how to use it,Kitty Toft,12:31,13,https://youtube.com/watch?v=DPzOHZNdluA
3 weeks ago,talk,NDC Oslo 2023,"Sessionize: From idea to 100.000 speakers, and beyond!",Domagoj Pavlešić,51:14,51,https://youtube.com/watch?v=NuzCoPxedMU
3 weeks ago,talk,NDC Oslo 2023,Architecting a secure cloud framework,Sarah Young,50:21,50,https://youtube.com/watch?v=ZsE_lHjx9vM
3 weeks ago,talk,NDC Oslo 2023,"Debugging Difficult Conversations - Or ""How not to chicken out""",Andrew Murphy,56:56,57,https://youtube.com/watch?v=y5i6VlfQVN4
4 weeks ago,talk,NDC Oslo 2023,Real-world examples on optimizing .NET performance,Stefán Jökull Sigurðarson,40:18,40,https://youtube.com/watch?v=545Nj0_BuzA
4 weeks ago,talk,NDC Oslo 2023,CQRS pitfalls and patterns,Udi Dahan,59:26,59,https://youtube.com/watch?v=Lw04HRF8ies
4 weeks ago,talk,NDC Oslo 2023,Principles and Practices of Building Machine Learning Systems,Camilla Montonen,47:34,48,https://youtube.com/watch?v=Ga6LlDvkXvs
4 weeks ago,talk,NDC Oslo 2023,Common Query Patterns in MQL (Mongo Query Language),Nuri Halperin,59:12,59,https://youtube.com/watch?v=dzte-Q0NTdg
4 weeks ago,talk,NDC Oslo 2023,Did I break prod?,Ewelina Wilkosz,40:58,41,https://youtube.com/watch?v=aMd1FYxaJDY
4 weeks ago,talk,NDC Oslo 2023,AI language models in journalism,Andre Voigt,12:53,13,https://youtube.com/watch?v=w9QUvZxIpcE
4 weeks ago,talk,NDC Oslo 2023,5 reasons to start a book club,Marion Løken,12:59,13,https://youtube.com/watch?v=K3IqyhKymXc
4 weeks ago,talk,NDC Oslo 2023,Tracking Aircraft with Redis & Software-Defined Radio,Guy Royse,54:52,55,https://youtube.com/watch?v=ZozbJ_5SIAk
4 weeks ago,talk,NDC Oslo 2023,Modelling vs Reality,Einar Høst ,54:19,54,https://youtube.com/watch?v=SAWVPCO575k
4 weeks ago,talk,NDC Oslo 2023,Introduction to Serverless with .NET + AWS Lambda,Brandon Minnick,51:30,52,https://youtube.com/watch?v=9AanhFsM0cE
4 weeks ago,talk,NDC Oslo 2023,Clean Code: Be The Hero,Ben Dechrai,42:56,43,https://youtube.com/watch?v=Yu4kIgAH_NM
4 weeks ago,talk,NDC Oslo 2023,"Bun, Deno, Node.js? Recreating a JavaScript runtime from Scratch",Erick Wendel,48:54,49,https://youtube.com/watch?v=uNGDW3snVyA
4 weeks ago,talk,NDC Oslo 2023,Real-time Fraud Detection Challenges and Solutions,Fawaz Ghali,47:12,47,https://youtube.com/watch?v=33fpZNIVHh8
4 weeks ago,talk,NDC Oslo 2023,How complex software impacts your cognitive abilities,Corstian Boerman,46:39,47,https://youtube.com/watch?v=5A22s_QXTRg
4 weeks ago,talk,NDC Oslo 2023,.NET Systems Programming Learned the Hard Way,Aaron Stannard,1:05:54,66,https://youtube.com/watch?v=fi9P3-7VqHo
4 weeks ago,talk,NDC Oslo 2023,Git Hidden Gems,Enrico Campidoglio,59:12,59,https://youtube.com/watch?v=WtUCZYyv-_w
4 weeks ago,talk,NDC Oslo 2023,Working with Vue 3.0 and ASP.NET Minimal API,Rob Conery,1:00:31,61,https://youtube.com/watch?v=UI2FNPoBTGo
4 weeks ago,talk,NDC Oslo 2023,Let's Code an incremental source generator with Roslyn,Stefan Pölz,59:50,60,https://youtube.com/watch?v=BfYxZ4mfv0E
4 weeks ago,talk,NDC Oslo 2023,The Empowered Software Engineer - unlocking engineering potential,Martin Mazur,1:00:25,60,https://youtube.com/watch?v=Bk2nmX13etQ
4 weeks ago,talk,NDC Oslo 2023,Not having conflicts is not an option… let’s have good ones,Marion Løken,57:10,57,https://youtube.com/watch?v=yPxZsF5UpZk
1 month ago,talk,NDC Oslo 2023,Imposter Syndrome: Overcoming Self-Doubt in Success,Heather Downing,47:38,48,https://youtube.com/watch?v=atYHKU0VJQE
1 month ago,talk,NDC Oslo 2023,How hacking works - Web edition,Espen Sande-Larsen,1:00:59,61,https://youtube.com/watch?v=9t0EyJ3wPpM
1 month ago,talk,NDC Oslo 2023,Falling off the Edge: Practical Uses for Edge Computing,Alexander Karan,44:46,45,https://youtube.com/watch?v=GrcanQ-nT_s
1 month ago,talk,NDC Oslo 2023,Kotlin - The Chronicles of Lost Semicolons,Christian Woerz,50:15,50,https://youtube.com/watch?v=ikVmos28Vk0
1 month ago,talk,NDC Oslo 2023,Zen and the Art of Code Life Cycle Maintenance,Phil Nash,55:20,55,https://youtube.com/watch?v=ctTJaEI7bSY
1 month ago,talk,NDC Oslo 2023,An Introduction to Residuality Theory,Barry O'Reilly,52:55,53,https://youtube.com/watch?v=0wcUG2EV-7E
1 month ago,talk,NDC Oslo 2023,A Brief History of Computer Music,Anders Norås,52:59,53,https://youtube.com/watch?v=S3kM2e7UHIs
1 month ago,talk,NDC Oslo 2023,Kubernetes Resiliency,Chris Ayers,44:54,45,https://youtube.com/watch?v=2UHYr1tuBFs
1 month ago,talk,NDC Oslo 2023,Testing strategy for your ASP.NET Core micro-service,Dror Helper,58:13,58,https://youtube.com/watch?v=jnFbMZoP6Ug
1 month ago,talk,NDC Olso 2023,A Brief History of Data Storage,Eli Holderness,1:00:11,60,https://youtube.com/watch?v=Q2Kp4m-FzfQ
1 month ago,talk,NDC Oslo 2023,Leadership Through Self-Awareness,Melissa Houghton,49:41,50,https://youtube.com/watch?v=spgivXIYC04
1 month ago,talk,Unknown,"Build a Secure Developer Platform Using Argo, Istio and Vault",Jona Apelbaum & Allessandro Vozza,58:43,59,https://youtube.com/watch?v=YmH-9BcH1CY
1 month ago,talk,NDC Oslo 2023,Training a PowerPoint AI to Play Tic Tac Toe,Brenton Adey,48:06,48,https://youtube.com/watch?v=AEwRMRJksJ0
1 month ago,talk,NDC Oslo 2023,"Reinventing Visio in 2023, A Blazor Project",Stephen Strong,55:39,56,https://youtube.com/watch?v=s1RSVGKDpcU
1 month ago,talk,NDC Oslo 2023,Introducing the Windows App SDK,Nico Vermeir,1:03:12,63,https://youtube.com/watch?v=n0c3Pn9Cx5Y
1 month ago,talk,NDC Oslo 2023,Running ASP.NET Core Apps without a server? WHAT???,Isaac Levin,46:23,46,https://youtube.com/watch?v=IXCZAFwT5GY
1 month ago,talk,Unknown,Emerging threats against cloud application identities and what you should do about it,Sarah Young,55:52,56,https://youtube.com/watch?v=Dr2Sx3fQ-8Y
1 month ago,talk,NDC Oslo 2023,NOPASSWD: Building a Passwordless Cloud Infrastructure,Kyle Kotowick,40:01,40,https://youtube.com/watch?v=pEUO9Sj68hg
1 month ago,talk,NDC Oslo,What you can learn from an open-source project with 250 million downloads,Dennis Doomen,55:34,56,https://youtube.com/watch?v=hgWHfNki5AI
1 month ago,talk,NDC Oslo 2023,Tales of Data Architecture Evolution,Josef Goldstein,58:02,58,https://youtube.com/watch?v=H676IkYOgdY
1 month ago,talk,NDC Oslo 2023,Flexible Authorisation with ASP.NET Core 7.0,Jason Taylor,35:44,36,https://youtube.com/watch?v=TuG0yKf8RSQ
1 month ago,talk,NDC Oslo 2023,The AI ethics session nobody knew we needed,Luise Freese and Iona Varga,59:33,60,https://youtube.com/watch?v=GVU_JbLksdo
1 month ago,talk,NDC Oslo 2023,Micro Frontends & how we applied it in the Chase App,Teresa wu,41:25,41,https://youtube.com/watch?v=KGB5RJY6J6Q
1 month ago,talk,NDC Oslo 2023,Balancing Coupling in Software Design,Vlad Khononov,56:13,56,https://youtube.com/watch?v=eQOM-UrNTS4
1 month ago,talk,NDC Oslo 2023,Tactics for Building Background Services in .NET,Kevin Griffin,1:00:03,60,https://youtube.com/watch?v=XFCUQKTwdIU
1 month ago,talk,NDC Oslo 2023,Understanding Big Data for Software Engineers,David Ostrovsky,58:29,58,https://youtube.com/watch?v=NXjSJYyByzE
1 month ago,talk,NDC Oslo 2023,Fixing your layout headaches,Erik André Jakobsen,15:16,15,https://youtube.com/watch?v=xse3DOwPwZY
1 month ago,talk,NDC Oslo 2023,Succeeding at Reactive Architecture,Ian Cooper,59:22,59,https://youtube.com/watch?v=xvuPoN3cJXk
1 month ago,talk,Unknown,"Can I crunch numbers on my GPU from .NET? - Yes you can, and it's easy!",Tor Kristen Haugen,15:51,16,https://youtube.com/watch?v=BOFyC_ZK_RQ
1 month ago,talk,NDC Oslo,Transformation Blueprint for Developer-Centric Application Security,Larry Maccherone,1:04:23,64,https://youtube.com/watch?v=uhaaPgUQ_Ws
1 month ago,talk,NDC Oslo,Video editing on the command line aka. what happens when you ask a programmer to edit your video,Unknown,16:04,16,https://youtube.com/watch?v=bTl9wdbWS-o
1 month ago,talk,NDC Oslo 2023,Unleash the Power of Nuke: Consistent .NET Build Automation,Per Haagensen,13:46,14,https://youtube.com/watch?v=044BdKO71zc
1 month ago,talk,Unknown,Have I Been Pwned: Serving billions of requests and terabytes of data without going broke!,Stefán,37:10,37,https://youtube.com/watch?v=yQHoUDdoZe0
1 month ago,talk,NDC Oslo 2023,Infrastructure as Code on Azure: Bicep vs Terraform vs Pulumi,Erwin Staal,53:28,53,https://youtube.com/watch?v=tkEokNZEceE
1 month ago,talk,Unknown,Ringbased Gated Releases - reliable and automated Deployments with Github Actions,Thomas Tomow,54:28,54,https://youtube.com/watch?v=qQYzJWj99Mo
1 month ago,talk,NDC Oslo 2023,Don't Panic: A Developer's Guide to Building Secure GraphQL APIs,Meenakshi Dhanani,39:05,39,https://youtube.com/watch?v=IeTzCt9q75c
1 month ago,talk,Unknown,How we revolutionized developer experience with 3.5 Platform Engineers,Jessica Andersson,38:24,38,https://youtube.com/watch?v=kose7u2WHBs
1 month ago,talk,NDC Oslo 2023,Tight Genes: Intro to Genetic Algorithms,Dave Aronson,45:46,46,https://youtube.com/watch?v=bJXPAhEzvXc
1 month ago,talk,NDC Oslo 2023,"Understanding Probabilistic Data Structures with 112,092 UFO Sightings",Guy Royse,54:50,55,https://youtube.com/watch?v=M6XOniVANKI
1 month ago,talk,Unknown,Rebuilding Twitter Following Clean Architecture and Domain-Driven Design,Amichai Mantinband,59:03,59,https://youtube.com/watch?v=O60aOTfaKrw
1 month ago,talk,NDC Oslo 2023,Real-time applications with Azure Web PubSub,Poornima Nayar,52:46,53,https://youtube.com/watch?v=rL8ckLV_oRQ
1 month ago,talk,NDC Oslo 2023,How to handle the luxury of having too much training data,Mathilde Ørstavik,54:08,54,https://youtube.com/watch?v=k1EGiZUOFFg
1 month ago,talk,NDC Oslo 2023,"Powering the Front-end with React, GraphQL and Relay",Martin Artola,59:54,60,https://youtube.com/watch?v=xI2xf2AvWno
1 month ago,talk,NDC Oslo 2023,You are doing logging in .NET wrong. Let’s fix it.,Nick Chapsas,49:28,49,https://youtube.com/watch?v=NlBjVJPkT6M
1 month ago,talk,NDC Oslo,Crypto Heist: The Aftermath of a Government Website Cryptojacking Attack,Scott Helme,46:17,46,https://youtube.com/watch?v=qZVY9gYSe_c
1 month ago,talk,NDC Oslo,Calculating the Value of Pie: Real-Time Survey Analysis With Apache Kafka®,Danica Fine,1:00:03,60,https://youtube.com/watch?v=V2S5odp-co4
1 month ago,talk,Unknown,Performance tricks I learned from contributing to open source .NET packages,Daniel Marbach,58:46,59,https://youtube.com/watch?v=pGgsFW7kDKI
1 month ago,talk,NDC Oslo 2023,Property-Based Testing,Lucy Mair,47:24,47,https://youtube.com/watch?v=i9Q-hUwYmII
1 month ago,talk,NDC Oslo 2023,Practical Event Sourcing with Marten and .NET,Oskar Dudycz,59:32,60,https://youtube.com/watch?v=jnDchr5eabI
1 month ago,talk,Unknown,OAuth2 on a national level - how to secure extremely sensitive apis,Rune Andreas Grimstad,59:26,59,https://youtube.com/watch?v=1MZpVcWIVW4
1 month ago,talk,NDC Oslo 2023,The top 5 JavaScript issues in all our codebases,Phil Nash,46:45,47,https://youtube.com/watch?v=IGl-P4SHo2E
1 month ago,talk,Unknown,Abusing GitHub for fun and profit: Actions and Codespaces Security,Magno Logan and Nitesh Surana,53:30,54,https://youtube.com/watch?v=llqLHqCseWg
1 month ago,talk,Unknown,"What comes after Git? or, Building a cloud-native version control system in F#",Scott Arbeit,1:00:03,60,https://youtube.com/watch?v=lW0gxMbyLEM
1 month ago,talk,Unknown,Are your secrets secure? How mobile applications are leaking millions of credentials,Mackenzie J.,53:00,53,https://youtube.com/watch?v=XsuZQwK3m5c
1 month ago,talk,Unknown,The Next Decade of Software Is About Climate - What Is the Role of ML?,Sara Bergman,56:58,57,https://youtube.com/watch?v=51ZUDsaxVKM
1 month ago,talk,Unknown,Updating Old .NET Framework Apps: Tips + Tricks to Help Make You More Prepared,Isaac Levin,54:37,55,https://youtube.com/watch?v=MpzRe-BSEWs
1 month ago,talk,NDC Oslo 2023,CSS in 2023 and beyond,Anton Ball,51:09,51,https://youtube.com/watch?v=NsjVEMKhxmc
1 month ago,talk,NDC Oslo 2023,CDNs 101: An Introduction to Content Delivery Networks,Jake Ginnivan,53:15,53,https://youtube.com/watch?v=djyt_mG3S60
1 month ago,talk,NDC Oslo 2023,Chasing the holy grail: reusable web components and design tokens,Duncan Hunter,57:58,58,https://youtube.com/watch?v=-USODEI-kgg
1 month ago,talk,NDC Oslo 2023,.NET gRPC - deep dive,Irina Scurtu,59:24,59,https://youtube.com/watch?v=x_OKoJ_1j8U
1 month ago,talk,NDC Oslo 2023,Clone yourself with Azure Custom Neural Voice,Callum Whyte,58:07,58,https://youtube.com/watch?v=qHmOm177tbQ
1 month ago,talk,NDC Oslo 2023,"Demystifying OAuth, JWTs and Azure AD",Graeme Foster,59:08,59,https://youtube.com/watch?v=HmvXoW0r83I
1 month ago,talk,NDC Oslo 2023,It’s Your Decision. Where Do You Want to Take Your Career?,Leslie Martinich ,47:02,47,https://youtube.com/watch?v=3vuu_SDnl-c
1 month ago,talk,NDC Oslo 2023,Developing microservices like a boss with Dapr and Azure Container Apps,Jakob Ehn,1:02:56,63,https://youtube.com/watch?v=npVfxDiEyeg
1 month ago,talk,NDC Oslo 2023,A Contrarian View of Software Architecture,Jeremy Miller,51:18,51,https://youtube.com/watch?v=ttYQzHPe5s4
1 month ago,talk,NDC Oslo 2023,Common mistakes in EF Core,Jernej Kavka,1:03:43,64,https://youtube.com/watch?v=dDANjr5MCew
1 month ago,talk,NDC Oslo 2023,Copenhagen Developers Festival 2023,Unknown,1:01,1,https://youtube.com/watch?v=yBzV95MVgGg
1 month ago,talk,NDC Oslo 2023,Copenhagen Developers Festival 2023,Unknown,1:01,1,https://youtube.com/watch?v=m4HIV5FLKms
1 month ago,talk,Unknown,Warpforge: Decentralized supply chain management for building... Everything!,Eric Myhre,55:09,55,https://youtube.com/watch?v=o9nVKE__nBo
1 month ago,talk,NDC Oslo 2023,"A Teacher, an Economist and a Developer Walk Into a Bar",Adele Carpenter,47:37,48,https://youtube.com/watch?v=gzSrzfrgFAA
1 month ago,talk,NDC Oslo 2023,Closing the documentation gap with Backstage.io,Martin Ehrnst & Bastiaan Wassenaar,1:01:16,61,https://youtube.com/watch?v=VovctCSni-E
1 month ago,talk,NDC Oslo 2023,"Email vs Capitalism, or, Why We Can't Have Nice Things",Dylan Beattie,56:27,56,https://youtube.com/watch?v=mrGfahzt-4Q
1 month ago,talk,NDC Oslo 2023,My Worst Code Was My Best Code,Liam Westley,55:58,56,https://youtube.com/watch?v=A3TQ704THR0
1 month ago,talk,NDC Oslo 2023,Building Distributed GraphQL APIs,Michael Staib,1:04:46,65,https://youtube.com/watch?v=QkbniViOGbc
1 month ago,talk,Unknown,Accessibility - how to get the job done in a highly collaborative manner,Kjersti K. & Frank Dahle,1:01:30,62,https://youtube.com/watch?v=4OmGiNh1kYE
1 month ago,talk,NDC Oslo 2023,Web Accessibility Deep Dive,Josefine Schaefer,37:47,38,https://youtube.com/watch?v=Eubk452UbXI
1 month ago,talk,NDC Oslo 2023,Dev Containers. What are they and why do you need them?,Joseph Guadagno,56:18,56,https://youtube.com/watch?v=d41dUoiq6p8
1 month ago,talk,NDC Oslo 2023,Demystifying web performance tooling and metrics,Anna Migas,48:41,49,https://youtube.com/watch?v=ld2v86xA6cY
1 month ago,talk,NDC Oslo 2023,Azure Static Web Apps with Blazor and .NET,Melissa Houghton,43:46,44,https://youtube.com/watch?v=r3IKpPe36nY
1 month ago,talk,Unknown,High Optionality Programming: Architectural Choices That Mitigate Technical Debt,Aaron Stannard,1:00:19,60,https://youtube.com/watch?v=yV97QwC5gnE
1 month ago,talk,NDC Oslo 2023,Back to Basics: Efficient Async and Await,Filip Ekberg,1:01:25,61,https://youtube.com/watch?v=n6kiJKr4_oA
1 month ago,talk,NDC Oslo 2023,Stop using Entity Framework as a DTO provider!,Chris Klug,46:46,47,https://youtube.com/watch?v=ZYfdjszs8sU
1 month ago,talk,Unknown,"The Chips and Pickle Story: What's Really Behind Infamous, Historic UI Failures?",Dean Schuster,49:35,50,https://youtube.com/watch?v=Sz-wXOlsRKI
1 month ago,talk,NDC Oslo 2023,AKS Survival Pack: what to consider before going all-in with AKS,Kristina Devochko,1:01:39,62,https://youtube.com/watch?v=GQu749R8Sbo
1 month ago,talk,NDC Oslo 2023,Using WordPress as a Modern Web Dev,Amy Kapernick,56:18,56,https://youtube.com/watch?v=O5zDfmKiYLQ
1 month ago,talk,NDC Oslo 2023,The Principles of Green Software - How Green is Your Application,Sara Bergman,10:55,11,https://youtube.com/watch?v=_lYT-knNMTI
1 month ago,talk,NDC Oslo 2023,Practical OpenTelemetry for .NET,Martin Thwaites,1:00:10,60,https://youtube.com/watch?v=c4AJlZeX2fE
1 month ago,talk,NDC Oslo 2023,Mixed Reality check,Scott Leaman,10:16,10,https://youtube.com/watch?v=hYBa0XsqyuE
1 month ago,talk,NDC Oslo 2023,Celebrity Deathmatch: Akka.NET vs Orleans,Hannes Lowette,1:00:56,61,https://youtube.com/watch?v=HEiv03q8lcU
1 month ago,talk,NDC Oslo 2023,Efficient Learning for Developers  Tips and Strategies,Tav Herzlich ,46:19,46,https://youtube.com/watch?v=msNjvbKlWRE
1 month ago,talk,NDC Oslo 2023,A Performance Test on Steroids!,Jens Hordvik,8:36,9,https://youtube.com/watch?v=TgMBC6iSvsA
1 month ago,talk,NDC Oslo 2023,Developing resilience for the future of work,Michelle Mannering,1:01:47,62,https://youtube.com/watch?v=E50dAcu8KB8
1 month ago,talk,NDC Oslo 2023,Intentional Code - Minimalism in a World of Dogmatic Design,David Whitney ,52:47,53,https://youtube.com/watch?v=KJxsro_V0kY
1 month ago,talk,NDC Oslo 2023,"Monorepo – How to do frontend faster, better and safer",Kari Meling Johannessen,1:03:20,63,https://youtube.com/watch?v=_iqcMdEOrF4
1 month ago,talk,NDC Oslo 2023,Deep Dive into Advanced TypeScript: A Live Coding Expedition,Christian Woerz,47:39,48,https://youtube.com/watch?v=5woZK_3z25U
1 month ago,talk,NDC Oslo 2023,Automating your DNS,Vatsalya Goel,54:23,54,https://youtube.com/watch?v=PQIHeBSL4Rg
1 month ago,talk,Unknown,"1,2,3… testing: is this thing on(line)? Meet your new Microsoft Testing tools",Mike Martin,1:02:00,62,https://youtube.com/watch?v=FLvY78ZFJMI
1 month ago,talk,NDC Oslo 2023,OAuth and Proof of Possession - The long way round,Dominick Baier,47:16,47,https://youtube.com/watch?v=B4abZFFafs4
1 month ago,talk,NDC Oslo 2023,C4 models as code,Simon Brown,1:00:02,60,https://youtube.com/watch?v=4HEd1EEQLR0
1 month ago,talk,NDC 2023,Maximizing Efficiency and Minimizing Costs with Unreal Engine,Joakim Vindenes,10:43,11,https://youtube.com/watch?v=8aFbWny684Q
1 month ago,talk,NDC Oslo 2023,Introduction to Smith-Waterman – An accurate DNA sequencing algorithm,Adam Gaidi,11:10,11,https://youtube.com/watch?v=ttOImf17IGc
1 month ago,talk,NDC Oslo 2023,Automation of GUI testing using visual regression testing,Audun Wigum Arbo,12:07,12,https://youtube.com/watch?v=lUQW8b2Jveo
1 month ago,talk,NDC Oslo 2023,You Keep Using That Word: Asynchronous And Interprocess Comms,Sam Newman,52:26,52,https://youtube.com/watch?v=2LMEJ-WGFTk
1 month ago,talk,NDC Oslo 2023,Frontend Architectures: The Next Generations,Mikael Brevik,47:02,47,https://youtube.com/watch?v=nkBL340zOaM
1 month ago,talk,Unknown,Building a dedicated platform for frontend developers @ NAV,Hans Kristian Flaatten Andreas Nordahl,56:52,57,https://youtube.com/watch?v=feM64m6Csqw
1 month ago,talk,NDC Oslo 2023,Riding the wave of complexity,Markus Fanebust Dregi,50:00,50,https://youtube.com/watch?v=mMFfwTIejo0
1 month ago,talk,NDC London 2023,Use your source code to document your application,Michaël Hompus,1:00:20,60,https://youtube.com/watch?v=hf8hzGb2C6E
1 month ago,talk,NDC London 2023,Azure Static Web Apps for the Enterprise,Stacy Cashmore,58:57,59,https://youtube.com/watch?v=dZBADaF8R7k
1 month ago,talk,NDC London 2023,The Metaverse - Beyond the buzzword,Andreas Erben,59:29,59,https://youtube.com/watch?v=veCI1LZIFKM
1 month ago,talk,NDC London 2023,Uno Platform: Your Apps Everywhere,Martin Zikmund,52:02,52,https://youtube.com/watch?v=BTgp9VyZSs8
1 month ago,talk,NDC Oslo 2023,The Future of Cookies,Anders Abel,52:55,53,https://youtube.com/watch?v=ml2JLU52tGo
1 month ago,talk,NDC Oslo 2023,Introduction to Actor-based Development with Project Orleans,Chris Klug,59:10,59,https://youtube.com/watch?v=-NdkAW_NAb8
1 month ago,talk,NDC London 2023,Exciting new features in SQL Server for developers,Hasan Savran,55:36,56,https://youtube.com/watch?v=pFwb4gqC5CQ
1 month ago,talk,NDC London 2023,Maths or magic? End-to-end encryption explained like I'm five,Paolo Insogna,29:02,29,https://youtube.com/watch?v=Xl2Cetxg46A
1 month ago,talk,NDC London 2023,Making a difference in open-source,Florian Verdonck,50:36,51,https://youtube.com/watch?v=_7qeX88E3sc
1 month ago,talk,NDC London 2023,OpenTelemetry tracing for .NET developers,Vagif Abilov,50:47,51,https://youtube.com/watch?v=f0QRTLKax3s
1 month ago,talk,NDC Oslo 2023,.NET 7 API diff,Stefan Pölz,1:01:04,61,https://youtube.com/watch?v=bZb7cyT5MA8
1 month ago,talk,NDC Oslo 2023,How do I help my son? Revisited!,Dennie Declercq and Ivette Marchand,56:01,56,https://youtube.com/watch?v=97edVjDT3kg
1 month ago,talk,NDC London 2023,The invisible elephant in the room,Magali Milbergue,54:52,55,https://youtube.com/watch?v=haTnHdChzyY
1 month ago,talk,NDC London 2023,Testing in Production,Talia Nassi,34:25,34,https://youtube.com/watch?v=JT3CXCeHizs
1 month ago,talk,NDC London 2023,"Understanding Probabilistic Data Structures with 112,092 UFO Sightings",Guy Royse,58:32,59,https://youtube.com/watch?v=2SpYbEfp4vA
1 month ago,talk,NDC London 2023,How to steal Azure DevOps secrets,Björn Weström,39:01,39,https://youtube.com/watch?v=-LuYEdcMT-s
1 month ago,talk,NDC Oslo 2023,Ethical Machine Learning,Kesha Williams,49:31,50,https://youtube.com/watch?v=z1gCR6vB8rU
1 month ago,talk,NDC Oslo 2023,Secrets of building robust UI components,Glenn Reyes,33:47,34,https://youtube.com/watch?v=Nw4pgn484dI
1 month ago,talk,NDC London 2023,50 ways to show your data,Thomas Hütter,1:01:09,61,https://youtube.com/watch?v=kAC6YWgSe7k
1 month ago,talk,NDC London 2023,Is everything difficult or is it just me?,Jo Franchetti,1:03:52,64,https://youtube.com/watch?v=KpSSTaTl9Wc
1 month ago,talk,NDC London 2023,Property-Based Testing,Lucy Mair,50:51,51,https://youtube.com/watch?v=8xSoeMJhe98
1 month ago,talk,NDC London 2023,The Computer Science Behind Colour,Hayley Stewart,53:37,54,https://youtube.com/watch?v=aEA-iPHIt24
1 month ago,talk,NDC Oslo 2023,Building a Realtime Websocket API in Phoenix,Jamie Wright,45:51,46,https://youtube.com/watch?v=mXKGq9qC93Y
1 month ago,talk,NDC Oslo 2023,Adventures in Rendering Off the Main Thread,Simon MacDonald,46:57,47,https://youtube.com/watch?v=FgGHquE_dYA
1 month ago,talk,NDC London,Throw away your Xbox - The future of games is written in JavaScript,Opher Vishnia,53:49,54,https://youtube.com/watch?v=AfTqoNiWCvQ
1 month ago,talk,NDC London 2023,Let's Code an incremental source generator with Roslyn,Stefan Pölz,1:04:02,64,https://youtube.com/watch?v=iOp3mN933Og
1 month ago,talk,NDC London 2023,Psychologically Safe Reliability Management -,Unknown,39:42,40,https://youtube.com/watch?v=NBORkynL1RE
1 month ago,talk,NDC London 2023,Azure Static Web Apps with Blazor and .NET,Melissa Houghton,48:10,48,https://youtube.com/watch?v=REKbn6Bc36M
1 month ago,talk,NDC Oslo 2023,"What's new in C#? - Exciting new features in C# 9, 10 and 11!",Filip Ekberg,59:38,60,https://youtube.com/watch?v=FuR0-vjztio
1 month ago,talk,NDC Oslo 2023,Hacked on national television,Linus Kvarnhammar,57:59,58,https://youtube.com/watch?v=WEVC8j9AqNE
1 month ago,talk,NDC London 2023,One Serverless Principle to Rule Them All: Idempotency,Adrienne Braganza Tacke,29:48,30,https://youtube.com/watch?v=96rkexbc2Ag
