Published,Type,Conference,Title,Speaker,Duration,DurationInMinutes,Link
2 months ago,talk,NDC London 2023,Where we're going... we don't need batch jobs,Adam Ralph,53:51,54,https://youtube.com/watch?v=9ix0vVL34-M
2 months ago,talk,NDC London 2023,Celebrity Deathmatch: Akka.NET vs Orleans,Hannes Lowette,1:01:06,61,https://youtube.com/watch?v=g3zmvdD8E38
2 months ago,talk,NDC London 2023,“Wouldn’t it be cool…” and other bad design approaches,Billy Hollis,1:04:30,65,https://youtube.com/watch?v=GGUqyb6mzDw
2 months ago,talk,NDC London 2023,Lean and Lego: Building the Millennium Falcon,James Lewis,58:33,59,https://youtube.com/watch?v=Z82gsB-QIPs
2 months ago,talk,NDC London 2023,"What's new in C#? Exciting new features in C# 8.0, 9.0 and 10!", Filip Ekberg,1:00:10,60,https://youtube.com/watch?v=ys0DybCuhF0
2 months ago,talk,NDC London 2023,Building cloud-ready applications in .NET,Layla Porter,1:02:16,62,https://youtube.com/watch?v=NFW5HUmw4sg
2 months ago,talk,NDC London 2023,Ethical Machine Learning,Kesha Williams,54:10,54,https://youtube.com/watch?v=oz9eXEKRL6w
2 months ago,talk,NDC London 2023,You Keep Using That Word: Asynchronous And Interprocess Comms,Sam Newman,1:01:09,61,https://youtube.com/watch?v=6FOCNf06lqY
2 months ago,talk,NDC London 2023,"Goodbye controllers, hello Minimal APIs",Nick Chapsas,54:28,54,https://youtube.com/watch?v=pYl_jnqlXu8
2 months ago,talk,NDC London 2023,Hyper Speed! When Big Data Blooms,Scott Helme,47:54,48,https://youtube.com/watch?v=XiOpcIb1GGQ
2 months ago,talk,NDC London 2023,Owning Your Experience: Talking about Mental Health In the Workplace,Arthur Doler,53:33,54,https://youtube.com/watch?v=iTBl7ZGzNvs
2 months ago,other,NDC Conferences,Interview with Ari Hunt,Adam Cogan,10:49,11,https://youtube.com/watch?v=RyYduqEi48A
2 months ago,talk,NDC London 2023,How to deprecate a feature the right way,William Bishop,36:35,37,https://youtube.com/watch?v=dkd7yknbydA
2 months ago,talk,NDC London 2023,Building Secure Microservices in Azure,Jimmy Bogard,1:04:36,65,https://youtube.com/watch?v=3611y9h-U-0
2 months ago,talk,NDC London 2023,Getting API security right,Philippe De Ryck,51:49,52,https://youtube.com/watch?v=7UBm8QFTaq0
2 months ago,talk,NDC London 2023,Developing Flexible Authorisation Capabilities in ASP.NET Core,Jason Taylor,46:49,47,https://youtube.com/watch?v=vkhtdgfHZYc
2 months ago,talk,NDC London 2023,How to Build a Quokkabot,Amy Kapernick,56:57,57,https://youtube.com/watch?v=4WbOt5IKiUU
2 months ago,talk,NDC London 2023,Zero Downtime Application Deployments on Azure PaaS,Marcel de Vries,1:04:00,64,https://youtube.com/watch?v=tOyXWtHwsWw
2 months ago,talk,NDC London 2023,CSS Techniques for Blazor Developers,Ed Charbeneau,1:02:44,63,https://youtube.com/watch?v=k0qTH6gx-1M
2 months ago,talk,NDC London 2023,Emulating a Game Boy in .NET 6,Wesley Cabus,56:05,56,https://youtube.com/watch?v=oT0tSp83Qjg
2 months ago,talk,NDC London 2023,How Kubernetes optimisation can combat climate change,Annie Talvasto,59:29,59,https://youtube.com/watch?v=kVAYsq9uv7I
2 months ago,talk,NDC London 2023,"Running a real world, mission-critical system on Azure",Loek Duys,59:02,59,https://youtube.com/watch?v=NWBAS6YhAKc
2 months ago,talk,NDC London 2023,"Adding Live, Interactive Video to Your Application with Amazon IVS",Todd Sharp,51:14,51,https://youtube.com/watch?v=yUd798ly5-U
2 months ago,talk,NDC London 2023,"An Infrastructure as Code Bake-off, comparing ARM, Terraform and Bicep",Mike Benkovich,1:04:46,65,https://youtube.com/watch?v=QxBdzguISM4
2 months ago,talk,NDC London 2023,Exploring patterns to Debug Your Life,Dennie Declercq & Miriam Perrone,52:56,53,https://youtube.com/watch?v=PaaORBYD3uc
2 months ago,talk,NDC London 2023,What is X++.net?,Brent Dawson,46:40,47,https://youtube.com/watch?v=dhip9qSAiWo
2 months ago,talk,NDC London 2023,"Exploring Serverless Options for .NET in Azure, AWS, and Beyond",Spencer Schneidenbach,1:01:43,62,https://youtube.com/watch?v=PbfeyIYjfH8
2 months ago,talk,NDC London 2023,"Sandboxing .NET assemblies for fun, profit and of course security!",Niels Tanis,56:25,56,https://youtube.com/watch?v=NxV19P7VKyI
2 months ago,talk,NDC London 2023,Practical tips to elevate your UX and accessibility,Jessica Engström,53:37,54,https://youtube.com/watch?v=Hl5EOslkpFk
2 months ago,talk,NDC London 2023,".NET MAUI Blazor - Build Hybrid Mobile, Desktop, and Web apps",Gerald Versluis,1:02:06,62,https://youtube.com/watch?v=AlwmkatOUf4
2 months ago,talk,NDC London 2023,From App Security to Dev Security – Shift left with GitHub Advanced Security,Michael Kaufmann,54:23,54,https://youtube.com/watch?v=qQScx1IckEc
2 months ago,talk,NDC London 2023,Writing Code with Code: Getting Started with the Roslyn APIs,Steve Gordon,57:22,57,https://youtube.com/watch?v=2AtNjxnwxZk
2 months ago,talk,NDC London 2023,Functional Programming with C#,Simon Painter,1:09:05,69,https://youtube.com/watch?v=LCTZud6hwWM
2 months ago,talk,NDC London 2023,A perfect match: Dapr & Azure Container Apps,Sander Molenkamp,1:02:06,62,https://youtube.com/watch?v=fz389EfukQY
2 months ago,talk,NDC London 2023,Minimal APIs in ASP.NET 7.0,Rob Richardson,1:05:35,66,https://youtube.com/watch?v=LQ40Fc7K8tU
2 months ago,talk,NDC London 2023,Vapourware: The best software that never was,Anders Norås,48:17,48,https://youtube.com/watch?v=oAJiQ1omuKY
2 months ago,talk,NDC London 2023,"Sockets, Sparks, and Magic Smoke",Dylan Beattie,58:33,59,https://youtube.com/watch?v=pKavkFkegGY
2 months ago,talk,NDC London 2023,The Future of Energy,Richard Campbell,1:00:55,61,https://youtube.com/watch?v=O9XVr9Dz0xY
2 months ago,talk,NDC London 2023,What's new in C# 11,David Wengier,57:39,58,https://youtube.com/watch?v=0vQXhEqDvqs
2 months ago,talk,NDC London 2023,Clone yourself with Azure Custom Neural Voice,Callum Whyte,1:06:27,66,https://youtube.com/watch?v=nXNYrbetzMM
3 months ago,talk,NDC Security 2023,Keynote: Crypto means Cryptography!,Scott Helme,58:01,58,https://youtube.com/watch?v=Xsnbi00-oRc
3 months ago,talk,NDC London 2023,Don’t Build a Distributed Monolith,"Jonathan ""J."" Tower",1:04:02,64,https://youtube.com/watch?v=p2GlRToY5HI
3 months ago,talk,NDC London 2023,Succeeding at Reactive Architecture,Ian Cooper,59:11,59,https://youtube.com/watch?v=YyWKczrfxW4
3 months ago,talk,NDC London 2023,Building modern applications with GraphQL 2023 and beyond in ASP.NET Core 7,Michael Staib,1:05:03,65,https://youtube.com/watch?v=2sTLr2q-JFc
3 months ago,talk,NDC London 2023,NOPASSWD: Building a Passwordless Cloud Infrastructure,Kyle Kotowick,49:47,50,https://youtube.com/watch?v=corgQcXfTRw
3 months ago,talk,NDC London 2023,The Next Decade of Software Development,Richard Campbell,1:07:05,67,https://youtube.com/watch?v=ND_AjF_KTD8
3 months ago,other,Copenhagen Developers Festival 2023,Copenhagen Developers Festival 2023,Unknown,1:01,1,https://youtube.com/watch?v=iNHl2k9YJa4
3 months ago,talk,NDC Security 2023,"Using WebAssembly to run, extend, and secure your .NET application",Niels Tanis,52:36,53,https://youtube.com/watch?v=hUnNfh8xJ1M
3 months ago,talk,NDC Security 2023,A data driven approach to application security,Petter Kvalvaag & Kristian Reed,50:08,50,https://youtube.com/watch?v=fN4mojmju18
3 months ago,talk,NDC Security 2023,Google Family Link field test,Mateusz Krzeszowiec,55:23,55,https://youtube.com/watch?v=lVJpvXHq3r8
3 months ago,talk,NDC Security 2023,What the log4j incident taught us about Secure by Design,Daniel Deogun & Dan Bergh Johnsson,58:08,58,https://youtube.com/watch?v=hc8n3pN0INA
3 months ago,talk,NDC Security 2023,Block DNS exfiltration with dnsmasq proxy,Magnus Longva,43:21,43,https://youtube.com/watch?v=hpFr8aioloU
3 months ago,talk,NDC Security 2023,Security as Code: A DevSecOps Approach,Joseph Katsioloudes,51:36,52,https://youtube.com/watch?v=wi0x74iYiis
3 months ago,talk,NDC Security 2023,What is Linux kernel keystore and why you should use it in your next application,Ignat Korchagin,58:02,58,https://youtube.com/watch?v=7djRRjxaCKk
3 months ago,talk,NDC Security 2023,How hacking works,Espen Sande-Larsen,55:06,55,https://youtube.com/watch?v=xSjmvnyVKEA
3 months ago,talk,NDC Security 2023,How AI is impacting cybersecurity. Does it?,Victoria Almazova,1:02:07,62,https://youtube.com/watch?v=i0SizZk2Q-A
3 months ago,talk,NDC Security 2023,Running system tests with active authn/z,Lars Skjorestad,48:47,49,https://youtube.com/watch?v=Bf2dUYkfYv0
3 months ago,talk,NDC Security 2023,Test Driven Application Security,Tobias Ahnoff & Martin Altenstedt,52:53,53,https://youtube.com/watch?v=V-SgiA-D9r0
3 months ago,talk,NDC Security 2023,What I learnt about automating security,George Coldham,43:51,44,https://youtube.com/watch?v=Qv7GErpqR-s
3 months ago,talk,NDC Security 2023,Using seccomp to limit the Linux kernel attack service,Michael Kerrisk,1:02:38,63,https://youtube.com/watch?v=RT0PWBWp8wc
3 months ago,talk,NDC Security 2023,What happens if I change this URI… oooooh,Halvor Sakshaug,54:56,55,https://youtube.com/watch?v=dtbBxa09Fxk
3 months ago,talk,NDC Security 2023,Attacking through the Software Supply Chain,Felix Leder,57:45,58,https://youtube.com/watch?v=0D4mwpIxaQI
3 months ago,talk,NDC Security 2023,Building a sustainable security requirements process with the ASVS,Josh Grossman,54:41,55,https://youtube.com/watch?v=AOt_y6iZ2kI
3 months ago,talk,NDC Security 2023,In Defence of PHP,Stephen Rees-Carter,59:47,60,https://youtube.com/watch?v=zlPBufBzscg
3 months ago,talk,NDC Security 2023,Hacking the Juice Shop,Cecilia Wirén,48:14,48,https://youtube.com/watch?v=1HrTpehfdPM
3 months ago,talk,NDC Security 2023,Is this okay!? How to review code for security issues,Rouan Wilsenach,54:33,55,https://youtube.com/watch?v=_zERV-BIV9Q
3 months ago,talk,NDC Security 2023,"GitHub Actions: Vulnerabilities, Attacks, and Counter-measures",Magno Logan,56:32,57,https://youtube.com/watch?v=a2x9pkIKhRc
3 months ago,talk,NDC Security 2023,Defendable Products: How we try to improve security in our products,Ståle Pettersen,1:00:45,61,https://youtube.com/watch?v=IjVnZAnKT0Q
3 months ago,talk,NDC Security 2023,OPA everywhere! Exploring new opportunities in policy evaluation,Anders Eknert,1:05:55,66,https://youtube.com/watch?v=bkU2fLN5nZE
3 months ago,talk,NDC Security 2023,Lost and Found in Translation,Camilla Montonen,54:17,54,https://youtube.com/watch?v=8tW1B9xip68
3 months ago,talk,NDC Security 2023,Securely deploying Infrastructure as Code,Chris Ayers,1:00:18,60,https://youtube.com/watch?v=tPdDS3UZpOQ
3 months ago,talk,NDC Security 2023,Cyber Security vs. Statistics,Christopher Van Der Made,54:38,55,https://youtube.com/watch?v=zbgxJRM_Y8U
3 months ago,talk,NDC Security 2023,Improving the Chances of Success in Secure Software Development,Daniela Cruzes & Espen A. Johansen,59:42,60,https://youtube.com/watch?v=boEPpiqjb7Y
3 months ago,talk,NDC Security 2023,OAuth – the good Parts,Anders Abel,59:40,60,https://youtube.com/watch?v=gNuIwkBc92Q
3 months ago,talk,NDC Security 2023,Hyper Speed! When Big Data Blooms,Scott Helme,54:32,55,https://youtube.com/watch?v=rAtAfR88RnM
3 months ago,talk,NDC Security 2023,NOPASSWD: Building a Passwordless Cloud Infrastructure,Kyle Kotowick,40:25,40,https://youtube.com/watch?v=nT355Ico1Bk
3 months ago,talk,NDC Security 2023,Introducing the OWASP Top 10 for Kubernetes,Steve Wade,51:03,51,https://youtube.com/watch?v=aat-Uqa4Q-Y
3 months ago,talk,NDC Security 2023,"Return Oriented Programming, an introduction",Patricia Aas,56:57,57,https://youtube.com/watch?v=KBZAUi9OPww
3 months ago,talk,NDC Sydney 2022,So long secure coding... Hello secure development!,Laura Bell,1:01:57,62,https://youtube.com/watch?v=9Z3r_qvU_Tk
4 months ago,talk,NDC Security 2023,Turbo Eureka,Mike Long & Øyvind Fanebust,50:19,50,https://youtube.com/watch?v=cyRNeUFOJjU
4 months ago,talk,NDC Security 2023,RBAC to the Future: Untangling Authorization in Kubernetes,Jimmy Mesta,35:11,35,https://youtube.com/watch?v=33MJQyLhhxs
4 months ago,talk,NDC Security 2023,OAuth and the long way to Proof of Possession,Dominick Baier & Steinar Noem,58:15,58,https://youtube.com/watch?v=BkigVNNSurI
4 months ago,talk,NDC Security 2023,Securing SPAs and Blazor Applications using the BFF (Backend for Frontend) Pattern,Dominick Baier,1:03:16,63,https://youtube.com/watch?v=hWJuX-8Ur2k
4 months ago,talk,NDC Security 2023,The insecurity of OAuth 2.0 in frontends,Philippe de Ryck,57:18,57,https://youtube.com/watch?v=OpFN6gmct8c
6 months ago,talk,NDC Sydney 2022,"A comprehensive, pragmatic, ethical exploration of Web3",Rob Moore,1:00:34,61,https://youtube.com/watch?v=u6hiW-LPpso
6 months ago,talk,NDC Sydney 2022,A mortal's guide to making a pig run faster,Richard Banks,58:56,59,https://youtube.com/watch?v=onpBW9b8bMs
6 months ago,talk,NDC Sydney 2022,Coding in the Cloud with GitHub Codespaces,Faten Healy,50:57,51,https://youtube.com/watch?v=ngOu9HL9sS8
6 months ago,talk,NDC Sydney 2022,Securing your .NET application software supply-chain,Niels Tanis,57:55,58,https://youtube.com/watch?v=mFiAhYaKao4
6 months ago,talk,NDC Sydney 2022,You Shall Not Password: Modern Authentication for Web Apps,Eli Holderness,50:30,51,https://youtube.com/watch?v=XeC2vLp1BV4
6 months ago,talk,NDC Sydney 2022,"No, I don't need servers for .NET development in AWS!",Rob Van Pamel,59:46,60,https://youtube.com/watch?v=QK0xRG4Be6k
6 months ago,talk,NDC Sydney 2022,Mayday! Software lessons from aviation disasters,Adele Carpenter,52:43,53,https://youtube.com/watch?v=BPTCGq6TgBE
6 months ago,talk,NDC Sydney 2022,Effective DevOps for Organizations,Anthony Borton,1:01:32,62,https://youtube.com/watch?v=cyCaXwbW7h8
6 months ago,talk,NDC Sydney 2022,Bicep - Deploy to Azure cloud without it being a pain in the ARM,Paul Glavich,58:44,59,https://youtube.com/watch?v=OG2hA4_hEKM
6 months ago,talk,NDC Sydney 2022,Developing and Deploying Containers and Microservices with Azure Container Apps,Will Velida,58:19,58,https://youtube.com/watch?v=ILH1tJp0Vac
6 months ago,talk,NDC Sydney 2022,How Kubernetes optimisation can combat climate change,Annie Talvasto,46:56,47,https://youtube.com/watch?v=Q4qZPP9kphk
6 months ago,talk,NDC Sydney 2022,Wearable Live Captions,Jo Franchetti,38:15,38,https://youtube.com/watch?v=OPr7kXxwUV4
6 months ago,talk,NDC Sydney 2022,Getting started with Kubernetes for your .NET Application,Martin Ullrich,1:01:18,61,https://youtube.com/watch?v=63FLcPHUCPM
6 months ago,talk,NDC Sydney 2022,Advanced TypeScript Type Utilities,Basarat Ali Syed,1:00:49,61,https://youtube.com/watch?v=aSMCYbOxgkc
6 months ago,talk,NDC Sydney 2022,How does Hot Reload even work?,David Wengier,1:02:18,62,https://youtube.com/watch?v=tVmABHwxuqE
6 months ago,talk,NDC Sydney 2022,Microsoft DevOps on AWS,Mohamed Wali,53:08,53,https://youtube.com/watch?v=giw6wobivaI
6 months ago,talk,NDC Sydney 2022,Wish you were here: stories of building a remote development IDE,Matt Ellis,1:01:09,61,https://youtube.com/watch?v=kMI1wAQ3XeQ
6 months ago,talk,NDC Sydney 2022,"What's new in C#? Exciting new features in C# 8.0, 9.0 and 10!",Filip Ekberg,58:50,59,https://youtube.com/watch?v=VOEVE8j-Gfo
6 months ago,talk,NDC Sydney 2022,10 Tips to Rocking as an Azure Architect,Adam Cogan,1:00:57,61,https://youtube.com/watch?v=fsYahHAs0Sg
6 months ago,talk,NDC Sydney 2022,Message Brokering and Event Driven Architecture on Azure,Marilag Dimatulac Svennevig,1:00:31,61,https://youtube.com/watch?v=6haKMxdWeZY
6 months ago,talk,NDC Sydney 2022,The Next Decade of Software Development,Richard Campbell,1:04:20,64,https://youtube.com/watch?v=1koXN4s_vbw
7 months ago,talk,NDC Oslo 2022,Locknote: Programming’s Greatest Mistakes,Mark Rendle,1:04:12,64,https://youtube.com/watch?v=U2McB8oo0Io
7 months ago,talk,NDC Oslo 2022,How do our ideas about coding affect the software we create?,Christin Gorman,34:01,34,https://youtube.com/watch?v=e3xl5kLiyJM
7 months ago,talk,NDC Oslo 2022,How I work with JSON,Einar Høst,59:24,59,https://youtube.com/watch?v=gWlLRRzPEcA
7 months ago,talk,NDC Oslo 2022,.NET and Microsoft’s Pivot to the Cloud,Richard Campbell,51:07,51,https://youtube.com/watch?v=rDfH53TMFzU
7 months ago,talk,NDC Oslo 2022,Popcorn & Clocks; A story about scheduling in the browser,Stian Veum Møllersen,48:20,48,https://youtube.com/watch?v=wioBVpQnxGg
7 months ago,talk,NDC Oslo 2022,Fractal Architecture,Mark Seemann,59:41,60,https://youtube.com/watch?v=mRbTMlE5ElA
7 months ago,talk,NDC Oslo 2022,Introduction to project Orleans for your distributed applications,Johnny Hooyberghs,59:27,59,https://youtube.com/watch?v=iIMQxjvs4zw
7 months ago,talk,NDC Oslo 2022,Learning in public - Live coding on Twitch,Layla Porter,1:00:33,61,https://youtube.com/watch?v=reZ9OhL7RKA
7 months ago,talk,NDC Oslo 2022,Let's build event store in one hour!,Oskar Dudycz,57:47,58,https://youtube.com/watch?v=gaoZdtQSOTo
7 months ago,talk,NDC Oslo 2022,Hyper Speed! When Big Data Blooms,Scott Helme,49:16,49,https://youtube.com/watch?v=bpEvbT8mkek
7 months ago,talk,NDC Oslo 2022,Making Every Game and App More Accessible with .NET and AI,Alex Dunn,55:18,55,https://youtube.com/watch?v=QKsbzJFHaP0
7 months ago,talk,NDC Oslo 2022,Learning to Love DDD - a Tale of Two Products,Chris Simon,45:12,45,https://youtube.com/watch?v=QqvYIIobZ6A
7 months ago,talk,NDC Oslo 2022,Reactive Infrastructure,Piers Karsenbarg,40:47,41,https://youtube.com/watch?v=8NBbJe2odak
7 months ago,talk,NDC Oslo 2022,Standing on the Shoulders of Giants,Jiaranai Keatnuxsuo,56:38,57,https://youtube.com/watch?v=FR5kUgtmqg4
7 months ago,talk,NDC Oslo 2022,Monitoring and alerting like a pro with Azure Monitor/Application Insights,Stefán Sigurðarson,51:56,52,https://youtube.com/watch?v=2QHGT1VW7Yk
7 months ago,talk,NDC Oslo 2022,Green Code 2020,Anders Norås,11:11,11,https://youtube.com/watch?v=yli4RwVgZrU
7 months ago,talk,NDC Oslo 2022,Hidden features in MS Paint,Marianne Melhoos,12:08,12,https://youtube.com/watch?v=pkUoZF2vQvU
7 months ago,talk,NDC Oslo 2022,Saving elephants with Raspberry Pi’s & Machine Learning,Thijs Suijten,46:22,46,https://youtube.com/watch?v=qnlJoz8heio
7 months ago,talk,NDC Oslo 2022,From nothing to state of the art,Alexander Vassbotn Røyne-Helgesen,57:55,58,https://youtube.com/watch?v=s6KZlL3Yt8s
7 months ago,talk,NDC Oslo 2022,Sami stopwords - How far have we gotten and why does it matter?,Espen Klem,13:42,14,https://youtube.com/watch?v=qsakF8zFJjA
7 months ago,talk,NDC Oslo 2022,Preparing for Disaster: Handling the Election and MGP at NRK.no,Ingrid Guren & John Arne Pedersen,46:27,46,https://youtube.com/watch?v=N3Lou2V1iec
7 months ago,talk,NDC Oslo 2022,5 mistakes we made transforming to Platform teams in FINN.no,Vilde Opsal,58:20,58,https://youtube.com/watch?v=RdLV5yjDB0M
7 months ago,talk,NDC Oslo 2022,How to create maintainable and testable Blazor components,Egil Hansen,53:31,54,https://youtube.com/watch?v=L_n-12FglLI
7 months ago,talk,NDC Oslo 2022,Down the Oregon Trail with Functional C#,Simon Painter,1:02:17,62,https://youtube.com/watch?v=c6fSbjXxWgI
7 months ago,talk,NDC Oslo 2022,The Grand Unified Theory of Clean Architecture and Test Pyramid,Guilherme Ferreira,47:27,47,https://youtube.com/watch?v=8BuCzpfp8Pk
7 months ago,talk,NDC Oslo 2022,"A web for anyone, anywhere, anytime",Rowdy Rabouw,1:01:03,61,https://youtube.com/watch?v=KtKGbhksqsM
7 months ago,talk,NDC Oslo 2022,6 years of serverless – Lessons learned from real-world applications,Moukarram Kabbash,56:08,56,https://youtube.com/watch?v=8APa6lkdAAk
7 months ago,talk,NDC Oslo 2022,A bouquet of good and bad advice for young talents,Elin Brusberg,11:30,12,https://youtube.com/watch?v=8L7hb1eO9iU
7 months ago,talk,NDC Oslo 2022,Building a level 5 autonomous vehicle (in TrackMania),Manu Gopinathan & Malte Loller-Andersen,52:28,52,https://youtube.com/watch?v=53wocQ8KRkM
7 months ago,talk,NDC Oslo 2022,Super Hero Layouts,Anton Ball,47:00,47,https://youtube.com/watch?v=1YDBJNH2auc
7 months ago,talk,NDC Oslo 2022,Strangling The Monolith: Applied Patterns & Practices From The Trenches,Thomas Ploch,1:01:25,61,https://youtube.com/watch?v=cGcrReJ6FbY
7 months ago,talk,NDC Oslo 2022,Wearable Live Captions,Jo Franchetti,37:06,37,https://youtube.com/watch?v=iAO7HZZ1tMM
7 months ago,talk,NDC Oslo 2022,Forget about OAuth 2.0. Here comes OAuth 2.1,Philippe De Ryck,54:27,54,https://youtube.com/watch?v=Z9DJzVJD_vg
7 months ago,talk,NDC Oslo 2022,Writing a compiler with LLVM,Cailin Smith,47:58,48,https://youtube.com/watch?v=vrRXIQDCCEk
7 months ago,talk,NDC Oslo 2022,Building Secure Microservices in Azure,Jimmy Bogard,1:02:40,63,https://youtube.com/watch?v=UdQJWcgOnJg
7 months ago,talk,NDC Oslo 2022,Visualization for Effective Testing and Learning,Davrondzhon Gafurov,49:29,49,https://youtube.com/watch?v=gcETqDQkw5E
7 months ago,talk,NDC Oslo 2022,What I Learnt Fixing 50+ Broken Kubernetes Clusters,David Flanagan,45:18,45,https://youtube.com/watch?v=cSVvhUnE4hc
7 months ago,talk,NDC Oslo 2022,Remixing Frontend Development,Kristofer Selbekk,58:46,59,https://youtube.com/watch?v=KPsG8xo5ouI
7 months ago,talk,NDC Oslo 2022,Testing at scale,Adam Furmanek,56:23,56,https://youtube.com/watch?v=BO6qHQbKFsw
7 months ago,talk,NDC Oslo 2022,Help! I've created a serverless monolith!,Marc Duiker,41:50,42,https://youtube.com/watch?v=OVN-yLFbNs8
7 months ago,talk,NDC Oslo 2022,"WhatsApp, Web3, and Wordle: Evolving a Digital Society",Dylan Beattie,1:14:19,74,https://youtube.com/watch?v=DktkFTTFLHE
7 months ago,talk,NDC Oslo 2022,Effective DevOps for Organizations,Damian Brady,54:07,54,https://youtube.com/watch?v=-THd1Su3vxE
7 months ago,talk,NDC Oslo 2022,Don't Panic - how to get back into your learning zone!,Maarten Hoppen,57:07,57,https://youtube.com/watch?v=SjOMLj3NE-4
7 months ago,talk,NDC Oslo 2022,Building beautiful Blazor apps with Tailwind CSS,Chris Sainty,58:45,59,https://youtube.com/watch?v=hhsYomkjC8E
7 months ago,talk,NDC Oslo 2022,Securing SPAs and Blazor Applications using the BFF (Backend for Frontend) Pattern,Anders Abel,1:01:38,62,https://youtube.com/watch?v=bH4VD1KqUQI
7 months ago,talk,NDC Oslo 2022,How To Not Strangle Your Coworkers: Resolving Conflict with Collaboration,Arthur Doler,58:49,59,https://youtube.com/watch?v=iZy4c3m0M3M
7 months ago,talk,NDC Oslo 2022,Building that glorious monolith. And carving it too.,Glenn F. Henriksen,58:04,58,https://youtube.com/watch?v=uOIi0K_mpUo
7 months ago,talk,NDC Oslo 2022,Refactoring Is Not Just Clickbait,Kevlin Henney,1:03:44,64,https://youtube.com/watch?v=piUesxuZkIQ
7 months ago,talk,NDC Oslo 2022,"Domain modelling in object-oriented and functional programming, based on C# and F#",Marcin Kern,36:35,37,https://youtube.com/watch?v=yan1YOXvAUM
7 months ago,talk,NDC Oslo 2022,Building a .NET Rocks! Podcast App in MAUI Blazor,Carl Franklin,55:51,56,https://youtube.com/watch?v=Zx5VIme3qJE
7 months ago,talk,NDC Oslo 2022,Failure is Always an Option,Dylan Beattie,51:46,52,https://youtube.com/watch?v=h4HP2osT6k4
7 months ago,talk,NDC Oslo 2022,.NET MAUI What/How and Why,Clifford Agius,1:02:20,62,https://youtube.com/watch?v=Vt5Z9_3hf1U
7 months ago,talk,NDC Oslo 2022,I'm just trying to keep my head above water,Chris Klug,1:04:22,64,https://youtube.com/watch?v=8q050zzV8oo
7 months ago,talk,NDC Oslo 2022,"What's new in C#? Exciting new features in C# 8.0, 9.0 and 10!",Filip Ekberg,1:00:15,60,https://youtube.com/watch?v=FlQOqUeoUD0
7 months ago,talk,NDC Oslo 2022,Writing a full-text search engine in TypeScript,Michele Riva,53:15,53,https://youtube.com/watch?v=amSuoBKG1Ns
7 months ago,talk,NDC Oslo 2022,Vapourware: The best software that never was,Anders Norås,38:45,39,https://youtube.com/watch?v=1_4v1pHCoYc
7 months ago,talk,NDC Oslo 2022,CSS in motion: Animations for fun and profit,Martine Dowden,37:52,38,https://youtube.com/watch?v=dpRDGjyk2bg
7 months ago,talk,NDC Oslo 2022,Victory instinct and mental strength,Genette Våge,45:53,46,https://youtube.com/watch?v=jGLZRQGGn54
7 months ago,talk,NDC Oslo 2022,From F# to Python with Fable,Dag Brattli,1:01:22,61,https://youtube.com/watch?v=deny3mBfccQ
7 months ago,talk,NDC Oslo 2022,We need to talk about Whistleblowing,Marion Løken,59:17,59,https://youtube.com/watch?v=ZOyzP44HRHg
7 months ago,talk,NDC Oslo 2022,Parens of the Dead: Live pair programming and zombies,Magnar Sveen & Christian Johansen,58:02,58,https://youtube.com/watch?v=MgYwvMrEO_I
7 months ago,talk,NDC Oslo 2022,The Culture Map,Diego Garcia Lozano,54:09,54,https://youtube.com/watch?v=DZedEsu0OXc
7 months ago,talk,NDC Oslo 2022,How we secure NAV.no and 1/3 of Norway's national budget,Hans Kristian Flaatten,53:23,53,https://youtube.com/watch?v=CYvYsSWzhpw
7 months ago,talk,NDC Oslo 2022,.NET Rocks Live: Making OpenSource Work for Everyone,Carl Franklin/ Richard Campbell/David Whitney,52:50,53,https://youtube.com/watch?v=CYKdNphIr-k
7 months ago,talk,NDC Oslo 2022,Amazing Algorithms for Solving Problems in Software,Barry Stahl,54:23,54,https://youtube.com/watch?v=BSSCX4xUyT8
7 months ago,talk,NDC Oslo 2022,What happens if I change this URI… oooooh,Halvor Sakshaug,49:07,49,https://youtube.com/watch?v=B-a9ng9MGPo
7 months ago,talk,NDC Oslo 2022,An Underwater Dance with Data Engineering in Azure,Ashley Russell,52:28,52,https://youtube.com/watch?v=-7vWIG1J0Tk
7 months ago,talk,NDC Oslo 2022,Implementation of right-to-left languages on the frontend,Iryna Zelenetska,16:15,16,https://youtube.com/watch?v=_IKP8dSiVkk
7 months ago,talk,NDC Oslo 2022,Secretless access to Azure SQL server using Managed Identity,Hallstein Brøtan,12:59,13,https://youtube.com/watch?v=Uv-qNbUStSM
7 months ago,talk,NDC Oslo 2022,Practical Pipelines: A Houseplant Soil Alerting System with ksqlDB,Danica Fine,1:05:26,65,https://youtube.com/watch?v=UgzMj8mO9KA
7 months ago,talk,NDC Oslo 2022,We must talk about String,Einar Høst,14:08,14,https://youtube.com/watch?v=ChuS0jXNS84
7 months ago,talk,NDC Oslo 2022,"Garbage data in, garbage models out",Jodie Burchell,45:51,46,https://youtube.com/watch?v=9EI_lqPUVEE
7 months ago,talk,NDC Oslo 2022,Smarter Everything with ML & the IoT,Brandon Satrom,54:12,54,https://youtube.com/watch?v=-JfZDnRjz1k
7 months ago,talk,NDC Oslo 2022,Formal verification of C# smart contracts,Allister Beharry,45:48,46,https://youtube.com/watch?v=u_xn5BdJDGI
