Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
31294633,AWS Lambda in Action,Danilo Poccia,"Poccia, Danilo",,"=""1617293717""","=""9781617293719""",0,3.69,Manning,Paperback,475,2016,,,2018/07/15,to-read,to-read (#38),to-read,,,,0,0
34013923,Learn Amazon Web Services in a Month of Lunches,David Clinton,"Clinton, David",,"=""1617294446""","=""9781617294440""",0,3.35,Manning,Paperback,328,2017,,,2018/07/15,to-read,to-read (#37),to-read,,,,0,0
28328882,Relevant Search: With applications for Solr and Elasticsearch,Doug Turnbull,"Turnbull, Doug",John Berryman,"=""161729277X""","=""9781617292774""",0,4.22,Manning,Paperback,360,2016,,,2018/07/15,to-read,to-read (#36),to-read,,,,0,0
22892595,Streaming Data: Understanding the real-time pipeline,Andrew Psaltis,"Psaltis, Andrew",,"=""1617292281""","=""9781617292286""",0,3.51,Manning Publications,Paperback,216,2017,2017,,2018/07/15,to-read,to-read (#35),to-read,,,,0,0
36118272,Humans vs Computers,Gojko Adzic,"Adzic, Gojko",,"=""0993088147""","=""9780993088148""",5,4.00,Neuri Consulting LLP,Paperback,222,2017,,2018/07/07,2018/02/01,,,read,"A must read for every software developer. Automation helps to get things done faster, not better. Gojko explains all the different ways how automation can go wrong and what consequences this may have. Trivial things like names offer endless opportunities for big failures, the same is for error conditions, test data and many other parts we never think about. Before you automate your next task, read this book and stop yourself from becoming part of the next edition.",,,1,0
20746894,Test-Driven Development: Extensive Tutorial,Grzegorz Gałęzowski,"Gałęzowski, Grzegorz",,"=""""","=""""",0,3.00,Leanpub,ebook,269,2016,2013,2018/07/07,2018/02/01,,,read,"The book is only half written. Therefore, it’s too early to give a rating.<br/><br/>The clear statement on the state of each chapter is a great help and an idea I hope will be picked up by other authors. It improves the reading-experience massively.<br/><br/>So far, the book doesn’t meet my expectations. With this title I expect an extensive tutorial, yet all I can find is plenty of off-topic stories and not much of a tutorial. What should I do? Why should I do it this way? What alternatives exist? Why aren’t we following those? Answering those questions and explaining not only the how but the why could make this book a great help for people new to TDD. But for now this book isn’t there yet.<br/>",,,1,0
40180576,Code Reviews 101,Giuliana Carullo,"Carullo, Giuliana",,"=""""","=""""",0,3.82,Leanpub,ebook,175,2018,,2018/07/07,2018/07/07,,,read,"The book is only half written and the changes between the versions are significant. Therefore, it’s too early to give a rating.<br/><br/>There are many good parts that I miss in many other books. Security must be built-in from the beginning and the questions for the code review cover much more than most developers think of. The same is true for the basic data structures, that can save you a lot of time and many lines of code when you use them as intended. <br/><br/>However, at the current state I miss the main topic of the book, code reviews. There is nothing written about collaboration, problems you may encounter and how you can criticise the code without making the programmer feel bad. Those are the hard challenges, yet I could find nothing about them. But even simple things like how to do them, when, and what tools could help aren’t covered. I hope that this will improve over the next iterations. <br/>",,,1,0
34386139,Das Zettelkasten-Prinzip: Erfolgreich wissenschaftlich Schreiben und Studieren mit effektiven Notizen,Sönke Ahrens,"Ahrens, Sönke",,"=""374312498X""","=""9783743124981""",5,4.10,Bod - Books on Demand,Paperback,162,2017,2017,2018/02/02,2018/01/17,,,read,"Das Buch hat mich sehr überrascht und unzählige Ideen abseits des Zettelkastens geliefert. Der Zettelkasten selbst ist ein interessantes Konzept zur Organisation von Ideen. Im Grunde wird pro Idee ein Zettel erstellt der dann mit den bestehenden Zetteln verknüpft wird. So kann man fortlaufend seine Ideen ablegen und diese dann bei Bedarf zu grösseren Gebilden verdichten. Damit entsteht eine sich stetig verdichtende Sammlung an verschiedensten Ideen, die zu neuen Ideen und Verknüpfungen verschiedenster Themen führen können. <br/><br/>Auch wenn dies vor allem für wissenschaftliche Arbeiten erklärt wird, kann dies auch für einfachere Texte wie Blogposts oder Artikel hilfreich sein. Definitiv ein Versuch wert dies mit einem elektronischen Zettelkasten wie dem von Daniel Lüdecke (http://zettelkasten.danielluedecke.de/) zu versuchen. ",,,1,0
29496432,Find Your Why: A Practical Guide to Discovering Purpose for You and Your Team,Simon Sinek,"Sinek, Simon","David Mead, Peter Docker","=""0143111728""","=""9780143111726""",4,3.66,Portfolio,Paperback,256,2017,2017,2018/05/26,2018/01/25,,,read,"What motivates you to get up in the morning and keep doing your work even if it is not always fun? That fundamental question of “Why?” is seldom asked. This book gives you an opportunity to challenge your motivation and helps you to come up with a satisfying answer – for you and for your company. There are many exercises that can help you should you not already have an answer. Whatever your answer is, the actions you take from there on to fulfill that “Why?” is up to you. Unfortunately, the book ends there and let many questions you may have on going on unanswered. Nevertheless, a good book that can help you to find out what you really should do.",,,1,0
23804000,"Schneller besser schreiben, egal was: Methodenlehre für Autoren (German Edition)",Ann-Kathrin Rillox,"Rillox, Ann-Kathrin",,"=""""","=""""",3,2.75,,Kindle Edition,127,2014,2014,2018/05/01,2018/04/18,,,read,"Bei einem Buch zum Thema schnell und besser schreiben würde ich deutlich mehr nützlichen Inhalt erwarten. Mir hat es zu viele Wiederholungen und zu viele Banalitäten, die jedem bekannt sein sollten, der sich mit dem Thema Schreiben beschäftigt. Viel wichtiger wäre es da möglichst schnell zum Punkt zu kommen. Die vorgestellte Unterteilung der Arbeiten ist zielführend und hilfreich. Mehr Angaben über allfällige Probleme und wie man die löst hätten dem Buch geholfen. So bleibt ein Werk mit vielen nützlichen Inhalten, die unter einer grossen Halde von Wörtern begraben liegen. Schade, da wäre mehr möglich gewesen.",,,1,0
21920691,"Dead Man's Folly (Hercule Poirot, #35)",Agatha Christie,"Christie, Agatha",,"=""0062364626""","=""9780062364623""",4,3.82,William Morrow Paperbacks,Paperback,226,2014,1956,2018/04/26,2018/04/14,,,read,An interesting story about a murder hunt that started as a game and ended with a death girl. Poirot has much to do to uncover the various little clues and wrong leads created by the murderer. A play behind the play with various actors trying to hide the truth let the reader until the last few pages in the dark. ,,,1,0
25789060,Agile and Lean Program Management,Johanna Rothman,"Rothman, Johanna",,"=""""","=""""",4,3.65,Leanpub,ebook,173,2015,2015,2018/04/23,2018/04/18,,,read,"The first book who offers a decent strategy to scale agile development. Johanna introduces the concept of a program that is one level up from a project. It is not the same as a project and needs different approaches, but it can ensure to follow a common goal and bring different teams together to build on the same big application. Johanna addresses all the important parts and gives practical advice you can directly use.",,,1,0
23789892,Dokumentation in agilen Projekten: Lösungsmuster für ein bedarfsgerechtes Vorgehen (German Edition),Andreas Rüping,"Rüping, Andreas",,"=""3864913136""","=""9783864913136""",2,2.33,dpunkt.verlag,Kindle Edition,179,2013,2013,2018/04/20,2018/04/11,,,read,"Dieses Buch behandelt ein Thema das oft zu kurz kommt: Wie dokumentiert man ein agiles Projekt? Mich interessiert dieses Thema sehr und hatte dementsprechend hohe Erwartungen an dieses Buch – leider wurden diese enttäuscht. Das Buch verfolgt einen sehr theoretischen Ansatz der gut aus einer wissenschaftlichen Arbeit stammen könnte. Es wird sehr viel referenziert, doch meist in einer unbrauchbaren Form. Oder würden sie, um eine These über Scrum zu bestätigen, gerne diese Liste von Büchern mit zusammen mehreren tausend Seiten durchlesen?<br/><br/><blockquote><br/>Scrum ist mittlerweile die bekannteste agile Methode, zumindest im deutschsprachigen Raum [Schwaber/Beedle 2008; Pichler 2007; Cohn 2010; Wolf/van Solingen/Rustenburg 2010; Gloger 2011; Wirdemann 2011; Röpstorff/Wiechmann 2012].<br/></blockquote><br/><br/>Beim eigentlichen Inhalt bleibt das Buch vage und erklärt über viele Seiten hinweg Banalitäten. Oder hat irgendwer vermutet, dass eine Dokumentation als einzige Textform keine Rücksicht aufs Zielpublikum nehmen sollte? <br><br/>Einzig das Kapitel über die Auswahl der richtigen Inhalte ist sehr hilfreich. Lieber bedarfsgerecht nachdokumentieren als von vornherein ein Dokument mit allen Details zu füllen, das dann wegen seinem Umfang von niemandem gelesen wird.<br/><br/>Über alles hinweg gesehen ist das Buch für mich weder den Preis noch die Lesezeit wert. Schade, bei dem Thema hätte viel mehr erreicht werden können.<br/>",,,1,0
26780373,Creating Great Teams: How Self-Selection Lets People Excel,Sandy Mamoli,"Mamoli, Sandy",David Mole,"=""1680501283""","=""9781680501285""",2,3.80,Pragmatic Bookshelf,Paperback,104,2015,2015,2018/04/10,2018/04/10,,,read,Quick read with some bold claims that are backed by studies. Next to nothing about troubles or challenges you may run into. It is a “look at us how we did it” book with limited use for other companies.,,,1,0
19029434,The Click Moment: Seizing Opportunity in an Unpredictable World,Frans Johansson,"Johansson, Frans",,"=""110160140X""","=""9781101601402""",2,3.94,Portfolio,Kindle Edition,252,2012,2012,2018/04/10,2018/04/10,,,read,"It offers a long list of examples on how companies got successful and how some of them, like Nokia or Cisco, lost it along the way. Randomness and our bias to rationalise everything after the fact helps to create one myth after the other. The book itself could find its points much faster and with much less words.",,,1,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",4,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,2018/04/10,2018/03/01,,,read,"The book is famous for the 10’000 hour rule, which Malcolm Gladwell claims, is the magic number of greatness. If you put in that much effort, you excel at any skill. However, so far no study can prove it.<br/><br/>If you keep reading, you find out that there are many more important parts to the story of highly successful people. The date of birth has a significant impact on the success of hockey and football players, while the pilot’s location on the Hofstede’s Dimensions can make the difference of a crash and a safe landing of an airplane in a demanding situation. The book offers various examples like these and shows that there is much more to success than you may think.",,,1,0
36149716,"Create Your Successful Agile Project: Collaborate, Measure, Estimate, Deliver",Johanna Rothman,"Rothman, Johanna",,"=""1680502603""","=""9781680502602""",4,4.15,Pragmatic Bookshelf,Paperback,225,2017,,2018/04/01,2018/02/27,,,read,"This book offers a current look on agile software developments and explains how new ideas like mob programming and #NoEstimates fit into the big picture. It covers all the usual topics and offers some unique perspectives: How do you combine people with different expectations? What can you do to create an environment of safety and how does this influence project management? Those important and most overlooked aspects should have gotten more space. Even so, this book offers enough unique content to be of value for people who use agile methods for a longer time.",,,1,0
36039808,Die Seele der Kamera: ... und die Rolle des Fotografen (German Edition),David duChemin,"duChemin, David",,"=""3960882335""","=""9783960882336""",0,3.85,Dpunkt.Verlag GmbH,Kindle Edition,300,2017,,,2018/04/17,to-read,to-read (#34),to-read,,,,0,0
20744863,The Cucumber Book: Behaviour-Driven Development for Testers and Developers (Pragmatic Programmers),Matt Wynne,"Wynne, Matt",Aslak Hellesoy,"=""193778598X""","=""9781937785987""",3,3.99,Pragmatic Bookshelf,Kindle Edition,336,2012,2011,2016/12/09,2016/12/08,,,read,"The book offers a good introduction into Cucumber. The examples will bring you up to speed to try it on your own. However, I would have preferred some more detailed examples and a recommendation when not to use it.<br/><br/>The second edition only updated the versions of the tools, but is more or less the same book.",,,2,0
26495510,The Leprechauns of Software Engineering,Laurent Bossavit,"Bossavit, Laurent",,"=""2954745509""","=""9782954745503""",5,3.80,Laurent Bossavit,Paperback,195,2013,2012,2015/11/01,2015/09/27,,,read,"Leprechauns are mythical figures that don’t exist. When you work it the IT sector, you will hear many stories about how the industry works and many people will call them engineers. That all sound so scientific and fact based that you can easily overlook one important fact: Most facts are just fairy tales. There are studies over studies, but is it true when people often enough repeat a myth?<br/><br/>Laurent Bossavit spend time to figure out the facts behind the myths. He not only gives you the ugly truth about the beloved ideas of the 10x programmers, the cone of uncertainty and the origin of the waterfall process, he explains how those myths are fabricated and gives you a guide to debunk other myths. <br/><br/>Be warned, many ideas you believe in don’t have the solid scientific ground everyone says. But if you want to be a software engineer, then it’s time to face reality and start digging for the data. Too often critical parts are missing and only through people like Laurent we can fix this situation. This book helps and is a must-read for everyone claiming to be a software engineer.",,,2,0
5962507,Beautiful Architecture: Leading Thinkers Reveal the Hidden Beauty in Software Design,Diomidis Spinellis,"Spinellis, Diomidis",Georgios Gousios,"=""059651798X""","=""9780596517984""",1,3.41,O'Reilly Media,Paperback,426,2009,2008,2018/02/27,2015/10/26,,,read,"Given the full title “Beautiful Architecture: Leading Thinkers Reveal the Hidden Beauty in Software Design” I expected at least something along the line of what is considered a beautiful architecture and how that was achieved in various applications. Instead I got a collection of essays with varying quality and no continuity. Those essays are so independent that they not even could use a common structure to present their applications. A few good ones are worth reading and offer a lot to learn, but most essays are bad in explaining the architecture and feel more like a failed sales pitch, completely ignoring any downsides that could come with those decisions. Overall a disappointing book that will quickly be forgotten. ",,,1,0
30640769,Komm zum Punkt!: So drücken Sie sich klar aus,Thilo Baum,"Baum, Thilo",,"=""""","=""""",3,3.60,Relevanz,Kindle Edition,236,2016,,2018/02/15,2018/02/01,,,read,"Sehr viele gute Tipps um Texte präziser zu formulieren. Obwohl nur wenige Rechtschreibefehler vorhanden sind, fallen diese bei so einem Thema sehr unangenehm auf. Für meinen Geschmack gibt es in der 2. Hälfte zu viel Repetitionen. Das Buch dürfte, nicht zuletzt bei dem Titel, schneller auf den Punkt kommen.",,,1,0
32171117,Writing Great Specifications: Using Specification By Example and Gherkin,Kamil Nicieja,"Nicieja, Kamil",,"=""1617294101""","=""9781617294105""",3,3.87,Manning Publications,Paperback,277,2017,,2018/02/23,2018/02/11,,,read,This book contains many good ideas on how to organize your specifications. Each one has pros and cons and Kamil Nicieja explains them well enough so that you can make an informed decision on which one you use. <br/><br/>For me the most important point of the book: Use the free text in scenarios and features to explain the reasoning behind your examples. You can write as much as you need to give (new) developers a chance to fully understand a requirement. <br/><br/>I didn’t like the long introductions at the beginning of a chapter on what I’m going to read and the even longer summarisation at the end of what I now have read. I would appreciate more content and less talk about it. <br/>The book would be much simpler to understand by beginners if the appendix would be the first chapter. Those who read this book for the intermediate content will be able to skip it and all others get at least a refresher on how to write examples. <br/>,,,1,0
31572054,"The Imposter's Handbook (Imposter's Handbook, #1)",Rob Conery,"Conery, Rob",,"=""""","=""""",2,3.84,Big Machine,ebook,463,2016,2016,2018/02/23,2018/02/13,,,read,"I deeply respect the courage Rob showed by writing a book on topics he is still learning. This book shows us that even a Rob Conery doesn’t get everything right the first time and that we mere mortal developers are not alone with our struggles to understand complex topics. <br/><br/>Unfortunately, the book isn’t advertised as this ongoing learning experience. Instead, it is marketed as a book to learn the fundamental concepts and skills that come with a degree in Computer Science. That is simply not what this book is about. In the middle of the book, Rob replaces this goal with all the things you should know to be a good programmer and only he knows how the last part on Unix tools fits in. <br/><br/>The book has great chapters where the talent of Rob shines. I enjoyed the explanation and comparison of the Bellman-Ford and Dijkstra algorithms to find the shortest path in a graph. His explanations combined with the illustrations made it super-simple to follow along and to understand the ideas. The same is true for the chapter on databases. However, there you can already spot the problem: So many topics are started but can’t be covered beyond a simple description: DataMart, Data Warehouse, Cube, Snowflake and many more. Are a few paragraphs per term enough to have an intelligent conversation about it? I don’t think so, but that should be the point of the book (according to the preface in the version I read). <br/><br/>The chapter on TDD is a poster example for this book: It is a well-written explanation on how TDD works and how it could guide the design of your application. Then it stops. All you get is the essence of the idea, nothing more. Why should you use TDD? What are the benefits? What could be a problem? You are left to figure it out on your own; again. All we get in the book is that it is controversial, most of the people Rob has asked don’t strictly do TDD and Rob needs to delete less code when he uses it. Really?<br/><br/>The missing Index at the end of the book is just another problem, but one that could be fixed without much effort. Without the Index, you need to search the whole book for a concept. The same problem is the missing changelog. A living book that is intended to change should at least have a list of those changes. <br/><br/>All in all, I’m disappointed and fear this book has a long way to go until it reaches the quality level we expect from a Rob Conery. Maybe the next iterations will get us there.<br/>",,,1,0
35755822,Building Evolutionary Architectures: Support Constant Change,Neal Ford,"Ford, Neal","Rebecca Parsons, Patrick Kua","=""1491986360""","=""9781491986363""",0,3.74,O'Reilly Media,Paperback,190,2017,2022,,2018/02/07,to-read,to-read (#33),to-read,,,,0,0
29862699,A Little Book about Requirements and User Stories,Allan Kelly,"Kelly, Allan",,"=""""","=""""",4,4.03,Leanpub,ebook,127,2016,,2018/02/07,2018/02/05,,,read,"A nice little book on user stories. Not for the beginner, but with many good ideas on how to use them effectively. ",,,1,0
36333123,"Reframe it!: 47 Werkzeuge und ein Modell, mit denen Sie Komplexität meistern (German Edition)",Andri Hinnen,"Hinnen, Andri",Gieri Hinnen,"=""3867745749""","=""9783867745741""",3,4.05,Murmann Publishers,Kindle Edition,286,2017,,2018/02/07,2018/01/17,,,read,"Gefallen hat mir die prägnante Beschreibung der über 30 Methoden. Auf wenigen Seiten findet man so die Kernaussage und den Verwendungszweck ohne sich jeweils durch ein eigenes Buch kämpfen zu müssen. Damit kann man sehr schnell herausfinden, welche Methoden einem interessieren und wo man sich gezielt um eine Vertiefung des Wissens bemühen kann. <br/><br/>Der Aufbau des Buches steht aus meiner Sicht in einem grossen Widerspruch zum Klappentext. Mir fehlt das gross angekündigte Gesamtmodell. Es erinnert mich eher an ein Kochbuch, bei dem 3 / 4 der Seiten die einzelnen Grundnahrungsmittel im Detail beschreiben und die Namen von Gerichten nennt, wo man diese Verwenden könnte. Die übrigen Seiten sind dann nicht diese Gerichte, sondern eine äusserst umfangreiche Betrachtung der Auswirkung von Hitze auf diese Lebensmittel gefolgt von einem Rezept. Den Rest müsse man halt selbst probieren. Das ist mir angesichts des Umfanges zu wenig. Wenn man schon mit «Reframe it» eine neue Methode proklamiert, dann müsste da für ein Sachbuch mit Praxisbezug deutlich mehr geliefert werden. Sonst könnte man es auch einfach wie bisher «Zielpublikumsspezifische Kommunikation» nennen…<br/><br/>",,,1,0
18812729,25 Notizbuchregeln - Notizbücher einfach nutzen: ergänzt durch 10 Aufgabenregeln,Christian Mähler,"Mähler, Christian",,"=""""","=""""",3,3.38,neobooks Self-Publishing,Kindle Edition,60,2013,2013,2018/01/17,2018/01/17,,,read,"Kurzweiliges Buch mit einigen guten Ideen für eine effiziente Verwendung von Notizbüchern. Auch wenn der Autor dies im Vorwort explizit anspricht (und dazu keine Kritik mehr will), Bilder als Beispiel für die Anwendung der Regeln würden diese oft viel verständlicher machen. So muss nun in mehreren Absätzen erklärt werden, was man mit einem Bild sofort sehen könnte. Die verlinkten Bilder sind zwar eine Hilfe, doch hat man auf dem eReader nicht ständig eine Internetverbindung.",,,1,0
36670822,"Wie sich Menschen organisieren, wenn ihnen keiner sagt, was sie tun sollen (German Edition)",Lars Vollmer,"Vollmer, Lars",,"=""3981918010""","=""9783981918014""",3,3.85,intrinsify.me GmbH,Kindle Edition,96,2017,,2018/01/17,2018/01/15,,,read,"Interessante Gedanken zur Selbstorganisation von Firmen. Dies ist im Moment im Trend und man sieht nur die Erfolgsgeschichten. Ich fand das Beispiel mit dem pinken VW Beetle sehr interessant. Als Firma wollte man solche Auswüchse in Zukunft verhindern. Anstatt einer expliziten Regel wurde dann eine implizite erstellt. In kleinen Firmen mag dies funktionieren. Was passiert aber, wenn mehr Leute dort arbeiten und sich die nicht mehr so intensiv kennen? Dann führen diese impliziten Regeln sehr schnell zu einer Ungleichbehandlung. Manche dürfen sich erlauben was anderen verboten ist. Wer auf sich selber schaut hat damit kein Problem, doch will man eine Firma voller Egoisten?<br/><br/>Regeln wegzulassen ist oft nötig. Doch ist es weder ein Allerheilmittel noch ohne Gefahren. Ich hätte daher im Buch gerne auch mehr Worte der Warnung gehört (mittels Beispielen für eine Übertreibung und wie dies korrigiert werden könnte ohne in die alten Muster zurückzufallen).<br/>",,,1,0
1950386,Anleitung zum Unglücklichsein,Paul Watzlawick,"Watzlawick, Paul",,"=""3492243169""","=""9783492243162""",4,3.68,Piper,Paperback,134,2005,1983,2018/01/17,2018/01/09,,,read,"Ein kleines Buch mit vielen interessanten Ideen. Paul Watzlawick zeigt schön auf wie einfach es ist sich selbst Unglücklich zu machen. Da fürchtet man sich vor einer Situation und macht bewusst (und unbewusst) alles, damit man genau dort landet: Aus der Idee heraus, meine Angestellten sind faul, wird ein Kontrollsystem erstellt, das jedem Angestellten die Arbeit verleidet. Kombiniert man das noch mit stetig angedeuteten aber nicht explizit ausgesprochenen Vorwürfen, erhält man seine selbsterfüllende Prophezeiung von den faulen und demotivierten Mitarbeitern. Beispiele wie dieses findet man in diesem Buch zuhauf, daher sollte für jeden eines dabei sein, was das eigene Verhalten hinterfragen lässt.<br/><br/>Sehr aufschlussreich fand ich die Motivation hinter sehr grossen Vorhaben innerhalb von Unternehmen und Behörden. Wenn man sich grosse Ziele steckt, die auch noch allgemein als wichtig anerkennt werden, muss man sich sehr gut vorbereiten. Niemand will ja, dass man so etwas wichtiges unvorbereitet startet. Da es so wichtig ist, darf man für die Erreichung auch viel Zeit benötigen. Der schöne Nebeneffekt: Lange laufende Projekte können ja erst am Ende beurteilt werden, vorher ist es ja noch nicht fertig. Das ist gerade bei Fehlschlägen äusserst praktisch, da man ja so lange das Projekt noch läuft auch keine Schuldigen finden muss – es gibt ja immer noch die Chance es doch noch hin zu bekommen. Diese Fehlervermeidungskultur führ dann zu all den Riesen-Flops, da man das nächste grosse Projekt ja noch grösser machen muss…<br/><br/><br/>",,,1,0
1303,The 48 Laws of Power,Robert Greene,"Greene, Robert",,"=""0140280197""","=""9780140280197""",0,4.11,Penguin Books,Paperback,452,2000,1998,,2018/02/02,to-read,to-read (#32),to-read,,,,0,0
1210177,Das Harvard-Konzept : der Klassiker der Verhandlungstechnik,Roger Fisher,"Fisher, Roger","William Ury, Bruce Patton","=""3593374404""","=""9783593374406""",0,3.94,Campus,Paperback,268,2004,1981,,2018/01/25,to-read,to-read (#30),to-read,,,,0,0
34817978,National Geographic Traveler Australien,Roff Smith,"Smith, Roff",,"=""3955590461""","=""9783955590468""",4,3.86,,Paperback,400,2014,1999,2017/04/07,2017/04/07,,,read,Spannende Beschreibung von Australien mit sehr gut gemachten Fotos. Die Tipps und generellen Informationen sind gut aufbereitet und hören sich sehr interessant an.,,,1,0
30982621,Die 7 Wege zur Effektivität: Snapshots: Die Snapshot-Ausgabe,Stephen R. Covey,"Covey, Stephen R.",,"=""163353510X""","=""9781633535107""",0,3.83,Mango,Kindle Edition,0,2016,,,2017/12/29,to-read,to-read (#29),to-read,,,,0,0
27211285,The Psychopath Code: Cracking The Predators That Stalk Us,Pieter Hintjens,"Hintjens, Pieter",,"=""""","=""""",0,3.55,,Kindle Edition,329,2015,2015,,2017/12/29,to-read,to-read (#28),to-read,,,,0,0
36267172,"Digital Cleaning: Informationsflut bewältigen, digital aufräumen und Ordnung halten mit System (German Edition)",Herbert Hertramph,"Hertramph, Herbert",,"=""3958455360""","=""9783958455368""",5,3.67,mitp Verlags GmbH & Co. KG,Kindle Edition,201,2017,,2017/12/12,2017/12/12,,,read,"Ein guter Leitfaden zum Aufbau der eigenen digitalen Dokumentenverwaltung. Der Autor stellt viele Werkzeuge und Ideen vor mit denen man Ordnung in seine (digitalen) Unterlagen bekommen kann. Ihm gelingt was vielen verwehrt bleibt: Die Theorie und das Soll mit dem Alltag der Leser zu verknüpfen und aufzuzeigen, wie man dort hin gelangt. Es wird nicht nur wie so oft erklärt, dass man Unterlagen scannen soll, sondern wie man diese nummerieren kann (z.B. mit einem Paginier-Stempel) und wie diese von der Ablage ins richtige Projekt/Ordner kommen. Gerade die Verknüpfung von Digital und Analog hat mir bisher immer gefehlt – es gibt ja Belege die müssen auf Papier erhalten bleiben. Mit der vorgestellten Lösung habe ich erstmals das Gefühl, da hat sich jemand wirklich mit dem Problem beschäftigt und eine einfache und praktikable Lösung gefunden. Ob ich dies nach der Umsetzung auch noch so sehe wird sich zeigen. Das Buch jedenfalls kann ich empfehlen.",,,1,0
6578562,"Der Arschloch-Faktor: Vom geschickten Umgang mit Aufschneidern, Intriganten und Despoten in Unternehmen",Robert I. Sutton,"Sutton, Robert I.",,"=""3453600606""","=""9783453600607""",2,3.60,Heyne,Paperback,192,2008,2007,2017/12/01,2017/11/19,,,read,"Die deutsche Übersetzung zur «No Asshole Rule» ist nur bedingt gelungen. Oft wäre eine direktere und klarere Wortwahl hilfreich gewesen. So bleibt einem oft nur eine weichgespülte Aussage die an Klarheit verliert und mit viel bösem Willen ins Gegenteil verkehrt werden kann. Im Grossen und Ganzen dennoch lesenswert, doch würde ich das englische Original vorziehen.",,,1,0
31196883,"Cards on the Table (Hercule Poirot, #15)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",3,3.96,HarperCollins,Paperback,272,2016,1936,2017/12/17,2017/12/17,,,read,"An interesting puzzle starting with a murder in a closed room with only 4 suspects present. The 4 detectives (Superintendent Battle of Scotland Yard, Mrs. Ariadne Oliver, Col. Race of the Secret Service and Hercule Poirot) must figure out if the suspicions of the victim where right and if those 4 suspects committed murder before. A long hunt for the truth begins and ends up with more death bodies before Poirot can catch the murderer.",,,1,0
36398915,"Black Coffee (Hercule Poirot, #7.5)",Agatha Christie,"Christie, Agatha",Charles Osborne,"=""0008196656""","=""9780008196653""",3,3.61,HarperCollins,Paperback,182,2017,1998,2017/11/28,2017/11/19,,,read,"Charles Osborne did a good job by turning the play into a novel. Poirot is described a bit more harshly than Agatha Christie had done, but I think this adds more to the role than harming it. The story itself is not as complex as most other Poirot novels, but still there is a surprising end and an atmosphere that makes reading it worthwhile. ",,,1,0
37554398,Seven Steps to Improve Your People Skills,Neil  Mullarkey,"Mullarkey, Neil",,"=""0993501125""","=""9780993501128""",4,3.80,London Business Forum,Paperback,118,2017,,2017/11/20,2017/12/17,,,read,"This book by Neil Mullarkey is a good addition to [b:How to Win Friends and Influence People|4865|How to Win Friends and Influence People|Dale Carnegie|https://images.gr-assets.com/books/1442726934s/4865.jpg|2370171][b:How to Win Friends and Influence People|4865|How to Win Friends and Influence People|Dale Carnegie|https://images.gr-assets.com/books/1442726934s/4865.jpg|2370171]. With only 118 pages you can quickly get to the point and find out the reason behind these 7 steps:<br/>Learn, Look, Listen, Link, Let (other people speak), Lighten and Leave Well.<br/><br/>I found many good points and a lot of repetition to other book on the same topic. However, Neil doesn’t bore the reader with endless chapters - the small size of the book prevents that. However, if you are new to the topic you will need other books who offer a deeper dive into topics like active listening.",,,1,0
16158493,The First 20 Hours: How to Learn Anything...Fast,Josh Kaufman,"Kaufman, Josh",,"=""1591845556""","=""9781591845553""",5,3.46,Portfolio,Hardcover,288,2013,2013,2017/11/17,2017/11/14,,,read,"Josh Kaufman offers us an interesting idea about how skill acquisition could be much more efficient. Instead of spending months on learning a new thing we could organise us better and quickly start with practicing. His book shows us various examples of different skills that he was able to learn with 20 hours of deliberate practicing. <br/><br/><p>It sounds too good to be true and the book doesn’t deliver much studies to support his thought – at least that is the impression you get if you don’t read the last chapter. There are all the references and links you need to learn a lot more about the foundation of his claims. There is more to the book than what you would give it by just browsing through the pages. <br><br/>His two 10-point lists aren’t revolutionary, but a good reference on how to deconstruct a big goal into small and manageable tasks. They are to the point and deliver a high value. Unfortunately, the 6 chapters on how Josh learned a specific skill aren’t up to that level. For me there was too much details on the topic and too little on how his skill acquiring worked.</p><br/><br/><br/>If this book is something worthwhile for you depends on your definition of proficiency. 20 hours are by far not enough to be a good programmer. However, as Josh explains, he learned a lot and got to a level where those other necessary topics can be addressed. If you can settle with a level where you can do something without constant frustration, then go ahead. If you demand that you know every little detail of a topic before you can call yourself proficient, then you won’t be happy with this book.<br/>",,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",4,3.88,Harper,Paperback,212,2016,2016,2017/11/17,2017/10/02,,,read,"Probably the book with the most use of the word Fuck I ever read. If you can look above that you find some interesting background stories you would like much more about. The most important part of this book is the realisation that you can decide if you care about something or not. You may have no saying to the situation you are in, but it’s up to you how you handle this situation. It’s your responsibility and no one else’s.<br/><br/><p>“If you want to change how you see your problems, you have to change what you value and/or how you measure failure/success.”</p><br/><br/>",,,1,0
